"term","coef_gdm","se_gdm","coef_no_gdm","se_no_gdm","group_spread","prior_mean","prior_sd"
"P0",4.9577973804374,0.0413868944469195,4.75977955284021,0.0341045518989005,0.132011885064797,4.9577973804374,0.138347435214107
"P1",0.773554263100199,0.0671867610757844,0.485615181145774,0.0553647334657328,0.191959387969616,0.773554263100199,0.203377647477603
"P2",-0.648330679382039,0.089154863944924,-0.853948737087644,0.0734673795915941,0.13707870513707,-0.648330679382039,0.163521133701714
"P3",0.442735526855215,0.0724086627002112,0.433066291004925,0.0596678013170698,0.00644615723352663,0.442735526855215,0.0726950299340492
"P4",-0.285534224380585,0.0889314367444544,0.0623424326309084,0.0732832661263082,0.231917771340996,-0.285534224380585,0.248384083840345
