"term","coef_gdm","se_gdm","coef_no_gdm","se_no_gdm","group_spread","prior_mean","prior_sd"
"P0",5.07151652345346,0.00754409388262067,4.84435994382099,0.00688043750934107,0.151437719754979,5.07151652345346,0.151625513410828
"P1",0.325654808978375,0.0123792434863259,0.21436947248832,0.01129023744214,0.074190224326703,0.325654808978375,0.0752159228816628
"P2",-0.380774963180741,0.0155542842077694,-0.312372781909789,0.014185968806755,0.0456014541806347,-0.380774963180741,0.0481812036026975
"P3",-0.0124948569376228,0.0159631426728721,0.0336644601779114,0.0145588598607469,0.0307728780770228,-0.0124948569376228,0.0346668710606796
"P4",0.122188943014161,0.0175600666752825,0.0960121033085423,0.0160153019433493,0.0174512264704121,0.122188943014161,0.0247568424271348
